residence_name,website_url,address,avg_price_per_unit,avg_price_per_sqft,budget_start_range,budget_end_range,floor_area_sqft,no_of_units,build_year,development_status,rental_potential,pet_friendly,accessible,confidence score,city,country,feature_names,amenity_names,other_amenities,highlighted_amenity1,highlighted_amenity2,highlighted_amenity3,ameneties_count,associated_brand,brief_subtitle,brief_description
Trump Residences,https://www.trump.com/residential-real-estate-portfolio,"Jl. Raya Nusa Dua Selatan, Benoa, Kuta Selatan, Badung, Bali 80363, Indonesia",1800000,900,1200000,3000000,2000,208,2025,under construction,high,yes,yes,91,Bali,Indonesia,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Private Cabanas, Beach Club, Beachfront Villas, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Golf Course Access, Rooftop Amenities, Cold Storage/Package Rooms",,Private Beach Access,Golf Course Access,Spa,,Trump,Discover unparalleled luxury with breathtaking ocean views and world-class amenities.,"Overlooking pristine beaches and lush landscapes, this residence boasts private access to secluded coves and world-class amenities."
Trump Residences,https://www.trump.com/residential-real-estate-portfolio/trump-residences-lido,"Trump Residences Lido, Jl. Raya Lido, Lido, Bogor, West Java 16780, Indonesia",1200000,600,800000,2000000,2000,150,2025,under construction,medium,yes,yes,90,West Java,Indonesia,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Golf Course Access, Rooftop Amenities, Cold Storage/Package Rooms",,Golf Course Access,Spa,Concierge Services,,Trump,Discover luxurious beachfront living with breathtaking ocean views and exquisite amenities.,"Overlooking pristine beaches and lush landscapes, these residences boast private infinity pools and unparalleled access to vibrant local culture."
Trump World,https://www.trump.com/residential-real-estate-portfolio/trump-world-seoul-south-korea,"Trump World Tower, 30, Teheran-ro 87-gil, Gangnam-gu, Seoul, South Korea",1200000,800,800000,2000000,1500,1056,2007,completed,high,yes,yes,93,Seoul,South Korea,,,,,,,,Trump,"Rising above Seoul's skyline, this luxurious haven offers panoramic cityscape serenity.","This luxurious residence boasts breathtaking skyline views, exclusive access to top-tier amenities, and a prime location near vibrant cultural hotspots."
Trump Towers,https://www.trump.com/residential-real-estate-portfolio/trump-towers-istanbul-turkey,"Trump Towers Istanbul, 34360 Şişli, Istanbul, Turkey",1000000,700,600000,1800000,1428,205,2012,completed,medium,yes,yes,94,Istanbul,Turkey,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Shopping Center/Retail Stores, Cold Storage/Package Rooms",,Spa,Shopping Center/Retail Stores,Business Center,,Trump,"Rising majestically, these twin towers offer panoramic Bosphorus views and luxurious living.","Overlooking the Bosphorus, this luxury residence boasts stunning panoramic views, exceptional amenities, and direct access to vibrant urban life."
Trump Tower at Century City,https://www.trump.com/residential-real-estate-portfolio/trump-tower-makati-philippines,"100 Kalayaan Avenue, Makati, Metro Manila, Philippines",500000,800,300000,1500000,625,220,2017,completed,high,yes,yes,95,Manila,Philippines,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office, Home Theater","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Shopping Center/Retail Stores, Cold Storage/Package Rooms",,Event Spaces/Banquet Halls,Business Center,Spa,,Trump,Discover unparalleled luxury with stunning panoramic views of Manila's vibrant skyline.,"Offering breathtaking views of the Manila skyline and exclusive amenities, this residence redefines luxury living in the city."
Trump Residences,https://www.trump.com/residential-real-estate-portfolio/trump-residences-oman,"Aida Community, Muscat, Oman",2000000,1000,1500000,4000000,2000,150,2028,under construction,high,yes,yes,92,Muscat,Oman,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Private Cabanas, Beach Club, Beachfront Villas, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Theater","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Golf Course Access, Rooftop Amenities, Cold Storage/Package Rooms",,Private Beach Access,Golf Course Access,Spa,,Trump,"Amid breathtaking mountain vistas, indulge in unparalleled luxury fused with Omani elegance.","Overlooking the stunning coastline, these residences boast expansive terraces, private pools, and unparalleled access to luxurious amenities and breathtaking views."
Trump Tower,https://www.trump.com/hotels/trump-tower-jeddah,"1st Floor, Jeddah Corniche, Jeddah, 21577, Saudi Arabia",1500000,750,800000,3000000,2000,350,2029,under construction,high,yes,yes,94,Jeddah,Saudi Arabia,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office, Home Theater","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Shopping Center/Retail Stores, Cold Storage/Package Rooms",,On-site Restaurant/Café,Spa,Shopping Center/Retail Stores,,Trump,"Soaring with elegance, this skyscraper offers breathtaking Red Sea vistas.","Overlooking the Red Sea, this luxurious residence boasts breathtaking views, opulent amenities, and unparalleled access to vibrant urban life."
The Vue,https://www.yooresidences.com/property/the-vue/,"Corniche Road, Jeddah, Saudi Arabia",1200000,600,700000,2000000,2000,144,2025,under construction,high,yes,yes,90,Jeddah,Saudi Arabia,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Cold Storage/Package Rooms",,Concierge Services,Spa,Rooftop Amenities,,Yoo,Discover breathtaking Red Sea views from every luxurious room and balcony.,"The Vue boasts breathtaking panoramic views of the Red Sea and luxurious amenities, including a private beach and rooftop infinity pool."
The Atria,https://www.yooresidences.com/property/the-atria/,"Al Jaddaf, Dubai, UAE",400000,450,250000,600000,889,219,2017,completed,high,yes,yes,94,Dubai,UAE,"Infinity Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Chef’s Kitchen, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Concierge Services, Parking Space/Garage, Rooftop Amenities, Housekeeping Services, Spa, Business Center, Shared Lounges, Green Spaces/Parks",,Business Center,Rooftop Amenities,Spa,,Yoo,Bask in luxurious serenity with stunning views of the iconic Dubai skyline.,The Atria boasts stunning panoramic views of the Dubai skyline and offers residents exclusive access to a private rooftop infinity pool and lush landscaped gardens.
Mira Moon,https://www.yooresidences.com/property/mira-moon/,"388 Jaffe Road, Wanchai, Hong Kong",1000000,2000,800000,1500000,500,91,2013,completed,medium,no,yes,92,Wanchai,Hong Kong,Fitness Room / Gym,"On-site Restaurant/Café, Concierge Services, Housekeeping Services",,On-site Restaurant/Café,Concierge Services,Housekeeping Services,,Yoo,A stunning fusion of modern design and mythical Chinese folklore awaits you.,"Boasting breathtaking panoramic views of Victoria Harbour, this residence features luxurious amenities and exclusive access to vibrant nightlife."
The Baglioni,https://www.yooresidences.com/property/the-baglioni-marrakech/,"Avenue de la Ménara, Marrakech 40000, Morocco",1500000,750,1000000,2500000,2000,15,2010,completed,medium,yes,yes,93,Marrakech,Morocco,"Private Pool, Spa / Wellness Area, Panoramic Views, Private Balcony / Terrace, Chef’s Kitchen, Outdoor Kitchen / BBQ Area, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Green Spaces/Parks",,Spa,On-site Restaurant/Café,Concierge Services,,Yoo,"Amidst Marrakech's vibrant allure, indulge in opulent tranquility with breathtaking Atlas views.","This luxurious residence boasts breathtaking views of the Atlas Mountains and offers exclusive access to a private garden oasis, enhancing the ultimate Moroccan escape."
Yoo,https://www.yooresidences.com/property/yoo-tel-aviv/,"5 HaYarkon St, Tel Aviv-Yafo, Israel",2500000,1500,1500000,4000000,1667,150,2010,completed,high,yes,yes,94,Tel Aviv,Israel,"Infinity Pool, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Chef’s Kitchen, Home Office","On-site Restaurant/Café, Security Staff, Concierge Services, Parking Space/Garage, Rooftop Amenities, Housekeeping Services, Shared Lounges",,Rooftop Amenities,Concierge Services,On-site Restaurant/Café,,Yoo,Immerse yourself in luxury with breathtaking sea views and vibrant urban energy.,"This stunning residence boasts breathtaking Mediterranean Sea views, luxurious amenities, and direct access to vibrant beachfront culture, setting it apart."
Yoo,https://www.yooresidences.com/property/yoo-hyderabad/,"1-8-303/1, 2nd Floor, Gagan Vihar, Near Chikkadpally, Hyderabad, Telangana 500020, India",350000,200,250000,500000,1750,99,2018,completed,medium,yes,yes,95,Telangana,India,"Infinity Pool, Fitness Room / Gym, Private Balcony / Terrace, Chef’s Kitchen, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Concierge Services, Parking Space/Garage, Shared Lounges, Business Center, Green Spaces/Parks, Kids' Play Area",,Business Center,Shared Lounges,On-site Restaurant/Café,,Yoo,"A masterpiece of design, this ultra-luxurious residence boasts breathtaking skyline views.","Overlooking the stunning Hussain Sagar Lake, this residence boasts unparalleled skyline views and luxurious amenities, redefining urban living."
8 CONLAY,https://www.yooresidences.com/property/8-conlay-2/,"8 Conlay, 8 Jalan Conlay, 50450 Kuala Lumpur, Malaysia",800000,700,500000,1200000,1143,1062,2024,completed,high,yes,yes,96,Kuala Lumpur,Malaysia,"Infinity Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Chef’s Kitchen, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Concierge Services, Parking Space/Garage, Rooftop Amenities, Housekeeping Services, Spa, Shared Lounges, Green Spaces/Parks",,Spa,Rooftop Amenities,Concierge Services,,Yoo,Discover unparalleled luxury with breathtaking skyline views and exquisite architectural design.,"The 8 CONLAY boasts breathtaking panoramic views of the iconic Petronas Twin Towers and features luxurious amenities, including a sky garden and private pool."
Yoo One,https://www.yooresidences.com/property/yoo-one/,"Pune-Satara Road, Near Mhatre Bridge, Opp. Pethkar College, Pune, Maharashtra 411037, India",600000,250,400000,800000,2400,243,2025,under construction,medium,yes,yes,92,Pune,India,"Infinity Pool, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Chef’s Kitchen, Home Office, Spa / Wellness Area","On-site Restaurant/Café, Security Staff, Gated Community, Concierge Services, Parking Space/Garage, Rooftop Amenities, Housekeeping Services, Spa, Shared Lounges, Green Spaces/Parks, Kids' Play Area",,Rooftop Amenities,Spa,Concierge Services,,Yoo,Discover luxurious living with breathtaking panoramic views and exquisite contemporary design.,"Overlooking the serene Mula Mutha River, this residence boasts expansive terraces, unparalleled river views, and luxurious amenities like a private infinity pool."
Yoo Villas,https://www.yooresidences.com/property/yoo-villas/,"Kharadi, Pune, Maharashtra 411014, India",1200000,350,1000000,1500000,3429,181,2023,completed,high,yes,yes,96,Pune,India,"Private Pool, Fitness Room / Gym, Private Balcony / Terrace, Chef’s Kitchen, Home Office, Outdoor Kitchen / BBQ Area","On-site Restaurant/Café, Security Staff, Gated Community, Concierge Services, Parking Space/Garage, Residents’ Lounge, Kids' Play Area, Green Spaces/Parks, Game Room",,Residents’ Lounge,On-site Restaurant/Café,Green Spaces/Parks,,Yoo,Immerse in ultra-luxurious living with private pools and serene green vistas.,"Yoo Villas in Pune offer stunning panoramic views of the Sahyadri mountains, alongside luxurious amenities and expansive private gardens."
"Sky Oasis, Cotai Strip",https://www.yooresidences.com/property/sky-oasis-by-yoo/,"Cotai Strip, Macau, China",800000,1000,500000,1200000,800,1094,2019,completed,high,yes,yes,95,Macau,China,"Infinity Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Chef’s Kitchen, Home Office","On-site Restaurant/Café, Security Staff, Concierge Services, Parking Space/Garage, Rooftop Amenities, Housekeeping Services, Spa, Shared Lounges, Kids' Play Area, Green Spaces/Parks",,Spa,On-site Restaurant/Café,Green Spaces/Parks,,Yoo,Elevate your lifestyle with panoramic city views from your luxurious Sky Oasis.,"Sky Oasis on the Cotai Strip boasts breathtaking skyline views, luxurious amenities, and direct access to vibrant entertainment and dining options."
