residence_name,website_url,address,avg_price_per_unit,avg_price_per_sqft,budget_start_range,budget_end_range,floor_area_sqft,no_of_units,build_year,development_status,rental_potential,pet_friendly,accessible,confidence score,city,country,feature_names,amenity_names,other_amenities,highlighted_amenity1,highlighted_amenity2,highlighted_amenity3,ameneties_count,associated_brand,brief_subtitle,brief_description
"The St. Regis Residences, Rye",https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"1180 King Street, Rye, NY 10580, USA",3500000,1750,2000000,6000000,2000,92,2025,under construction,medium,yes,yes,95,New York,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Private Garage","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Shared Lounges, Event Spaces/Banquet Halls, Green Spaces/Parks",,Concierge Services,Spa,On-site Restaurant/Café,,St. Regis,Discover luxurious waterfront living with breathtaking views and unparalleled private amenities.,"Offering breathtaking views of Long Island Sound, this residence features private beach access and luxurious amenities for an unparalleled lifestyle."
The Residences at The St. Regis,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"700 Biscayne Blvd, Miami, FL 33132, USA",4000000,2000,2500000,7500000,2000,100,2026,planned,high,yes,yes,89,Miami,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Private Pool, Infinity Pool, Home Office, Butler’s Pantry / Service Kitchen, Wine Cellar / Wine Room","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Cold Storage/Package Rooms, Pet-Friendly Facilities","Sky Bar, Tea Room, Private Dining Rooms, Golf Simulator, Pickleball Court",Concierge Services,Spa,Event Spaces/Banquet Halls,,St. Regis,"Rising along the sparkling coastline, this masterpiece offers unmatched private sky pools.","Offering breathtaking waterfront views and unparalleled access to vibrant cultural hotspots, this residence boasts luxurious amenities and bespoke services."
The Residences at The St. Regis Longboat Key Resort,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"160 W. Bay Drive, Longboat Key, FL 34228, United States",5000000,2000,3000000,10000000,2500,69,2024,completed,high,yes,yes,94,Longboat Key,United States,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Private Cabanas, Beach Club, Beachfront Villas, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Outdoor Kitchen / BBQ Area, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Tennis Courts, Kids' Play Area, Event Spaces/Banquet Halls, Green Spaces/Parks",24-Hour Butler Service,Concierge Services,Spa, Business Center,,St. Regis,Discover unparalleled coastal elegance with breathtaking Gulf views and world-class amenities.,"Offering breathtaking Gulf views and private beach access, this luxurious residence features expansive outdoor terraces and world-class amenities."
The Residences at The St. Regis,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"2 East 55th Street at Fifth Avenue, New York, NY 10022, USA",15000000,5000,5000000,50000000,3000,20,1904,completed,medium,yes,yes,95,New York,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Butler’s Pantry / Service Kitchen, Wine Cellar / Wine Room","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities, Cold Storage/Package Rooms",,Concierge Services,Spa,On-site Restaurant/Café,,St. Regis,Indulge in unparalleled luxury with breathtaking skyline views from your private terrace.,"Offering breathtaking skyline views and unparalleled access to Central Park, this luxury residence features bespoke services and exceptional amenities."
The Residences at The St. Regis,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"125 3rd St, San Francisco, CA 94103, USA",7000000,3500,4000000,15000000,2000,102,2005,completed,medium,yes,yes,96,San Francisco,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Wine Cellar / Wine Room, Butler’s Pantry / Service Kitchen","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities, Cold Storage/Package Rooms, Art Gallery/Exhibition Space",,Concierge Services,Spa,Art Gallery/Exhibition Space,,St. Regis,Elevate your lifestyle with unparalleled skyline views and bespoke luxury living spaces.,"Offering breathtaking panoramic views of the Bay and unmatched luxury amenities, this residence redefines urban living in San Francisco."
The Residences at The St. Regis,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"325 Bay Street, Toronto, ON M5H 4G3, Canada",4000000,2000,2500000,7000000,2000,118,2018,completed,high,yes,yes,95,Toronto,Canada,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Butler’s Pantry / Service Kitchen, Wine Cellar / Wine Room, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities, Cold Storage/Package Rooms","24-Hour Butler Service, Indoor Pool",Concierge Services,Spa,Business Center,,St. Regis,Elevate your lifestyle with breathtaking skyline views and unrivaled luxury amenities.,"Overlooking Lake Ontario, this luxury residence boasts expansive terraces, bespoke interiors, and unparalleled access to vibrant urban culture."
"The St. Regis Residences, Downtown",https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"The St. Regis Residences, Downtown Dubai, UAE.",5000000,2500,3000000,10000000,2000,53,2025,under construction,high,yes,yes,85,Dubai,UAE,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Private Pool, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Cinema/Screening Room",24-Hour Butler Service,Concierge Services,Spa,Event Spaces/Banquet Halls,,St. Regis,Discover unparalleled luxury with stunning skyline views and exquisite bespoke living spaces.,"Situated in the heart of Downtown Dubai, this residence boasts breathtaking skyline views and unparalleled access to iconic attractions."
The Residences at The St. Regis,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"The Residences at The St. Regis Bangkok, 159 Rajadamri Road, Lumpini, Pathumwan, Bangkok 10330, Thailand.",3000000,1500,2000000,5000000,2000,53,2010,completed,high,yes,yes,94,Bangkok,Thailand,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Butler’s Pantry / Service Kitchen, Wine Cellar / Wine Room, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities, Cold Storage/Package Rooms",24-Hour Butler Service,Spa,Event Spaces/Banquet Halls,Concierge Services,,St. Regis,Elevate your lifestyle with panoramic city views and bespoke butler service perfection.,"Offering breathtaking views of the Chao Phraya River, this residence features private rooftop gardens and personalized concierge services."
The Residences at The St. Regis,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"Shuhe Old Town, Gucheng District, Lijiang, Yunnan, 674100, China",1500000,750,1000000,3000000,2000,36,2017,completed,high,yes,yes,90,Lijiang,China,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Outdoor Kitchen / BBQ Area, Private Garage","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Green Spaces/Parks, Biking/Running Trails",,Spa,Concierge Services,Green Spaces/Parks,,St. Regis,Embrace unparalleled luxury with breathtaking views of Jade Dragon Snow Mountain.,"Overlooking the stunning Jade Dragon Snow Mountain, this residence boasts private terraces and unparalleled access to Lijiang's cultural treasures."
The Residences at The St. Regis,https://marriottresidences.com/luxury_brand/st-regis-residences/?utm_source=residences-referral,"Paseo de la Reforma 439, Colonia Cuauhtémoc, Mexico City, 06500, Mexico",6000000,2000,3500000,10000000,3000,33,2008,completed,high,yes,yes,95,Mexico City,Mexico,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Butler’s Pantry / Service Kitchen, Wine Cellar / Wine Room","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities, Cold Storage/Package Rooms",Indoor Pool,On-site Restaurant/Café,Spa,Concierge Services,,St. Regis,"Indulge in breathtaking skyline views from your luxurious, private rooftop oasis.","Boasting breathtaking skyline views and unparalleled access to cultural landmarks, this residence offers luxurious living with exclusive amenities."
Sky View Hotel and Residences,https://www.tajhotels.com/en-in/about-us,"1st Avenue, Ashok Nagar, Chennai, Tamil Nadu, 600083, India",1200000,600,800000,2000000,2000,50,2025,under construction,medium,yes,yes,88,Tamil Nadu,India,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Cold Storage/Package Rooms, Pet-Friendly Facilities",Sky Deck,Rooftop Amenities,Spa,Concierge Services,,Taj,Elevate your lifestyle with panoramic city views and ultra-luxurious rooftop amenities.,Sky View Hotel and Residences in Chennai boasts breathtaking panoramic vistas of the Bay of Bengal and luxurious amenities.
Residence 2105,https://chediresidences-andermatt.com/wp-content/uploads/2024/07/240704-TC-sales-particular-2105_ENG.pdf,"Gotthardstrasse 4, Andermatt, Uri, 6490, Switzerland",3178560,3258,3178560,3178560,976,1,2024,completed,high,yes,yes,98,Andermatt,Switzerland,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Home Office, Private Garage","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Shared Lounges, Green Spaces/Parks, Biking/Running Trails, Cold Storage/Package Rooms","Ski-in/Ski-out Access, Ski Storage",On-site Restaurant/Café,Green Spaces/Parks,Spa,,The Chedi,Discover unparalleled luxury with panoramic alpine views from your private spa oasis.,"Residence 2105 boasts breathtaking panoramic views of the Swiss Alps, complemented by a private terrace and luxurious amenities."
The Residences at Langham Place,https://www.langhamresidences.com/en/the-langham/guangzhou/,"1 8th Avenue, Zhujiang New Town, Tianhe District, Guangzhou, Guangdong, 510623, China",2000000,1000,1500000,3500000,2000,57,2013,completed,high,yes,yes,92,Guangzhou,China,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Home Office, Private Elevator, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Kids' Play Area, Green Spaces/Parks","Indoor Pool, Miniature Golf, 24-Hour Butler Service",Rooftop Amenities,Business Center,Spa,,The Langham,"Elevated above Guangzhou’s skyline, this haven offers unparalleled luxury with panoramic city views.","Offering stunning panoramic views of the Pearl River, this residence features unparalleled luxury amenities and direct access to vibrant cultural landmarks."
The Langham Residences,https://www.langhamresidences.com/en/find-a-residence/destination-listing/,"Jl. Jend. Sudirman No. 1, Kebon Melati, Tanah Abang, Jakarta Pusat, Jakarta, 10220, Indonesia",4000000,1600,2500000,6500000,2500,65,2021,completed,high,yes,yes,93,Jakarta,Indonesia,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Infinity Pool, Private Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities","Indoor Pool, Outdoor Pool, Sauna, Rooftop Bar, 24-Hour Butler Service",Rooftop Amenities,On-site Restaurant/Café,Spa,,The Langham,Elevate your lifestyle with breathtaking skyline views and unparalleled luxury amenities.,"Offering breathtaking views of the city skyline and a private rooftop infinity pool, this residence redefines luxury living."
The Residences at Langham Place,https://www.langhamresidences.com/en/the-langham/ningbo/,"2109 East Zhongshan Road, Yinzhou District, Ningbo, Zhejiang, 315040, China",1800000,900,1200000,3000000,2000,60,2015,completed,high,no,yes,95,Ningbo,China,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Home Office, Private Elevator","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Green Spaces/Parks",24-Hour Butler Service,Concierge Services,Spa,On-site Restaurant/Café,,The Langham,Breathtaking waterfront views seamlessly blend luxury living with vibrant urban sophistication.,"Overlooking the picturesque Yinzhou Park, these residences boast expansive balconies and bespoke interiors, ensuring an unparalleled living experience."
Residences at Langham,https://www.langhamhotels.com/en/the-langham/shenzhen/stay/,"7888 Shennan Boulevard, Futian District, Shenzhen, Guangdong, 518040, China",2500000,1250,1800000,4000000,2000,50,2013,completed,high,yes,yes,95,Guangdong,China,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Indoor Pool, Art Gallery/Exhibition Space",24-Hour Butler Service,Concierge Services,Spa,Art Gallery/Exhibition Space,,The Langham,"Soaring above Shenzhen, these luxury residences redefine elegance with panoramic skyline views.","Offering breathtaking panoramic views of the city skyline and a private rooftop garden, this residence redefines luxury living in Shenzhen."
Residences at Langham,https://www.langhamresidences.com/en/the-langham/london/,"1c Portland Place, Regent Street, London, W1B 1JA, United Kingdom",7000000,3500,4000000,12000000,2000,15,1865,completed,medium,yes,yes,94,London,UK,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Butler’s Pantry / Service Kitchen","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Cinema/Screening Room","24-Hour Butler Service, Indoor Pool",Concierge Services,Spa,Cinema/Screening Room,,The Langham,Indulge in unparalleled luxury with breathtaking skyline views from every residence.,"Offering breathtaking views of the River Thames, these residences feature bespoke interiors and access to world-class amenities."
"Residences at Langham, Fifth Ave",https://www.langhamhotels.com/en/the-langham/new-york/stay/,"400 Fifth Avenue, New York, NY 10018, USA",4500000,3000,2500000,10000000,1500,60,2010,completed,high,yes,yes,96,New York,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Butler’s Pantry / Service Kitchen, Wine Cellar / Wine Room","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities, Art Gallery/Exhibition Space",24-Hour Butler Service,Concierge Services,Spa,Art Gallery/Exhibition Space,,The Langham,Indulge in luxurious living with breathtaking skyline views and unparalleled amenities.,"Boasting panoramic skyline views and bespoke interiors, this residence offers unparalleled luxury and personalized services in a prime Manhattan location."
Residences at Langham,https://www.langhamresidences.com/en/the-langham/melbourne/,"1 Southgate Avenue, Southbank, VIC 3006, Australia",2000000,1600,1200000,3500000,1250,40,1996,completed,high,yes,yes,94,Melbourne,Australia,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities","Indoor Pool, 24-Hour Butler Service",On-site Restaurant/Café,Business Center,Event Spaces/Banquet Halls,,The Langham,"Soaring above the city, these opulent residences redefine luxury with unrivaled panoramic views.","The Residences at Langham offer breathtaking panoramic views of the Yarra River and exclusive access to unparalleled luxury amenities, creating an extraordinary urban living experience."
Viceroy Residences at Ombria Algarve,https://www.ombria.com/en/real-estate/viceroy-residences/,"Rua da Igreja, Loulé, Algarve, 8135-029, Portugal",1600000,1600,1000000,2500000,1000,65,2024,completed,high,yes,yes,93,Algarve,Portugal,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Outdoor Kitchen / BBQ Area, Private Garage","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Golf Course Access, Green Spaces/Parks, Biking/Running Trails, Kids' Play Area, Event Spaces/Banquet Halls",,Golf Course Access,Green Spaces/Parks,Spa,,Viceroy,Embrace unparalleled luxury in Algarve's eco-friendly sanctuary amid stunning natural landscapes.,"Overlooking lush valleys and the serene countryside, these residences feature private gardens and direct access to pristine nature trails."
Viceroy Residences,https://viceroyfortlauderdale.com,"1 Viceroy Drive, Fort Lauderdale, FL 33304, United States",3500000,1750,2000000,6000000,2000,370,2029,planned,high,yes,yes,92,Fort Lauderdale,United States,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities, Cold Storage/Package Rooms, Marina/Yacht Club, Rooftop Amenities",,Marina/Yacht Club,Business Center,Rooftop Amenities,,Viceroy,Indulge in luxurious waterfront living with stunning sunset views and private docks.,"Overlooking the Intracoastal Waterway, these residences boast expansive terraces, private boat docks, and unparalleled luxury amenities for a vibrant lifestyle."
"Viceroy Brickell, The Residences",https://viceroybrickellresidences.com,"77 SE 5th Street, Miami, FL 33131, USA",1200000,1500,671900,3000000,800,498,2026,under construction,high,yes,yes,97,Miami,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Cinema/Screening Room, Wine Tasting Room, Sports Facilities, Cold Storage/Package Rooms","Outdoor Pool, Bocce Court",Sports Facilities,Cinema/Screening Room,Wine Tasting Room,,Viceroy,Elevated luxury meets vibrant cityscapes with panoramic rooftop pools and skyline views.,"Offering breathtaking skyline and bay views, this residence boasts exclusive access to a rooftop pool and luxurious amenities."
Viceroy Residences,https://viceroycwb.com,"3400 Gulf Blvd, Clearwater Beach, FL 33767, United States",2500000,1600,1500000,5000000,1563,100,2027,planned,high,yes,yes,93,Clearwater Beach,United States,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Beachfront Villas, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms",,Private Beach Access,Rooftop Amenities,Spa,,Viceroy,Immerse yourself in unparalleled luxury with panoramic ocean views from every suite.,"Offering stunning panoramic views of the Gulf, these residences feature private rooftop terraces and direct beach access, ensuring unparalleled luxury."
"Cirque Residences, X Viceroy",https://cirqueviceroy.com,"130 Wood Road, Snowmass Village, CO 81615, United States",5000000,2500,3000000,8000000,2000,48,2024,completed,high,yes,yes,96,Snowmass Village,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Rooftop Amenities","Ski-in/Ski-out Access, Ski Valet Service, Hot Tubs",Rooftop Amenities,On-site Restaurant/Café,Spa,,Viceroy,Elevate your lifestyle in luxurious residences with breathtaking mountain views and unrivaled amenities.,"Offering breathtaking mountain views and direct ski access, this residence boasts unparalleled luxury with exclusive amenities and personalized services."
"Viceroy Los Cabos, San José del Cabo",https://viceroyresidencesloscabos.com,"Paseo Malecón San José 7, Zona Hotelera, San José del Cabo, B.C.S., 23400, Mexico",6500000,1625,3000000,12000000,4000,21,2018,completed,high,yes,yes,97,Los Cabos,Mexico,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Outdoor Kitchen / BBQ Area, Home Office, Beachfront Villas","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Rooftop Amenities, Cinema/Screening Room, Sports Facilities, Cold Storage/Package Room",,Private Beach Access,Spa,Rooftop Amenities,,Viceroy,A futuristic oasis of sleek architecture meets serene oceanfront beauty and tranquility.,"Overlooking the stunning Sea of Cortez, this luxurious residence boasts unparalleled ocean views and exclusive access to private beachfront."
"Sugar Beach, A Viceroy Resort",https://www.viceroyhotelsandresorts.com/residences/sugar-beach,"Val des Pitons, Soufrière, CP 1234, St. Lucia",7000000,1750,4000000,12000000,4000,18,2012,completed,high,yes,yes,95,Soufrière,St. Lucia,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Private Cabanas, Beach Club, Beachfront Villas, Residents’ Lounge, Chef’s Kitchen, Outdoor Kitchen / BBQ Area","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Tennis Courts, Kids' Play Area, Green Spaces/Parks, Biking/Running Trails, Event Spaces/Banquet Halls, Sports Facilities",,Private Beach Access,Spa,Tennis Courts,,Viceroy,Indulge in breathtaking Caribbean vistas from your luxurious beachfront villa sanctuary.,"Set against the stunning backdrop of the Pitons, this resort offers private beachfront access and luxurious, spacious villas with breathtaking ocean views."
W Residences,https://www.wresidences.com/residence/the-residences-at-w-algarve/,"Estrada da Galé, Sesmarias, Albufeira, Faro, 8200-416, Portugal",1200000,1200,865000,2500000,1000,83,2022,completed,high,yes,yes,97,Albufeira,Portugal,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Outdoor Kitchen / BBQ Area, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Green Spaces/Parks, Biking/Running Trails, Sports Facilities",,Private Beach Access,Spa,Business Center,,W,Luxuriate in stunning ocean views and vibrant nightlife just steps from your door.,"Offering breathtaking ocean views and direct access to pristine beaches, this residence features luxurious amenities and unparalleled privacy."
The Sky Residences,https://www.wresidences.com/residence/the-residences-at-w-aspen/,"150 E Durant Ave, Aspen, CO 81611, USA",6000000,3000,4000000,10000000,2000,11,2019,completed,high,yes,yes,94,Aspen,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Roof Deck / Patio","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms","Ski-in/Ski-out Access, Ski Valet Service",On-site Restaurant/Café,Rooftop Amenities,Concierge Services,,W,Elevated alpine living with ski-in/ski-out access and breathtaking panoramic mountain views.,"The Sky Residences boast breathtaking panoramic mountain views, private ski-in/ski-out access, and luxurious amenities that redefine alpine living."
The Residences,https://www.wresidences.com/residence/the-residences-at-w-bali-seminyak/,"Jl. Petitenget, Kerobokan Kelod, Kuta Utara, Badung, Bali, 80361, Indonesia",3500000,1750,2000000,6000000,2000,79,2011,completed,high,yes,yes,96,Seminyak,Indonesia,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Private Cabanas, Beach Club, Beachfront Villas, Residents’ Lounge, Chef’s Kitchen, Outdoor Kitchen / BBQ Area, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Green Spaces/Parks",24-Hour Butler Service,Private Beach Access,Spa,Green Spaces/Parks,,W,"Discover unparalleled luxury with private, serene villas featuring lush tropical gardens.","The Residences in Seminyak boast breathtaking ocean views, private pools, and direct beach access, ensuring unparalleled luxury and tranquility."
W Residences,https://www.wresidences.com/residence/the-residences-at-w-cairo/,"1st District, One Ninety, New Cairo, Cairo, 11835, Egypt",2500000,1250,1500000,5000000,2000,300,2024,completed,high,yes,yes,96,Cairo,Egypt,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Private Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Green Spaces/Parks, Cold Storage/Package Rooms",,Spa,Concierge Services,On-site Restaurant/Café,,W,Discover unparalleled luxury living with breathtaking Nile views and exquisite design.,"Offering stunning Nile River views, this luxurious residence features private terraces, bespoke amenities, and unparalleled access to vibrant cultural hotspots."
