residence_name,website_url,address,avg_price_per_unit,avg_price_per_sqft,budget_start_range,budget_end_range,floor_area_sqft,no_of_units,build_year,development_status,rental_potential,pet_friendly,accessible,confidence_score,city,country,feature_names,amenity_names,other_amenities,highlighted_amenity1,highlighted_amenity2,highlighted_amenity3,ameneties_count,associated_brand,brief_subtitle,brief_description
The Residences at Mandarin Oriental,https://www.mandarinoriental.com/en/residences/upcoming/grand-cayman,St. James Point,8500000,1900,6000000,12000000,4492,42,2028,under construction,high,yes,yes,92,Grand Cayman,Cayman Islands,"Private terraces, fitness center, destination spa, oceanfront clubhouse","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, kids’ club, beach access, sauna, yoga studio",Oceanfront pool with Caribbean Sea views,Signature dining with exhibition kitchen,Destination spa with indoor-outdoor wellness,11,Mandarin Oriental,Embrace opulent beachfront living with panoramic Caribbean views and unmatched luxury.,"Overlooking pristine beaches and turquoise waters, this residence boasts unparalleled luxury with private infinity pools and direct ocean access."
The Residences at Mandarin Oriental,https://www.mandarinoriental.com/en/residences/upcoming/honolulu,1288 Ala Moana Blvd,5000000,2500,3660000,35000000,2000,99,2025,under construction,high,yes,yes,94,Honolulu,United States,"Private terraces, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, public plazas, valet parking",Rooftop pool with Waikiki Beach proximity,Indoor-outdoor dining with exhibition kitchen,Wellness spa with personalized treatments,11,Mandarin Oriental,Breathtaking ocean views and luxurious living redefine tropical elegance in paradise.,"Overlooking the stunning coastline, this luxurious residence boasts private infinity pools and exclusive access to world-class amenities and services."
Mandarin Oriental Residences,https://www.mandarinoriental.com/en/residences/upcoming/madrid,"Calle de Hermosilla, 47",4500000,2250,3000000,6500000,2000,30,2025,under construction,low,yes,yes,95,Madrid,Spain,"Private terraces, fitness center, wellness spa, private dining room","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, steam room, residents’ lounge, valet parking",Rooftop pool with Madrid skyline views,Signature dining with curated menus,Wellness spa with sauna and steam room,10,Mandarin Oriental,"Elegant residences blend timeless Spanish architecture with ultra-luxurious, hotel-inspired living.","Offering breathtaking views of the Royal Palace and exclusive access to luxury amenities, these residences redefine urban elegance in Madrid."
The Residences at Mandarin Oriental,https://www.mandarinoriental.com/en/residences/upcoming/munich,"Munich  
Neuturmstraße 1,  
80331 Munich,  
Germany",10000000,2800,5000000,20000000,3571,19,2027,under construction,high,yes,yes,92,Munich,Germany,"Private terraces, fitness center, wellness spa, residents’ lounge","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, in-residence dining, rooftop terrace, valet parking",Rooftop pool with Old Town views,Matsuhisa Munich by chef Nobu Matsuhisa,Wellness spa with personalized treatments,10,Mandarin Oriental,Discover opulent living with breathtaking city views and impeccable personalized service.,"Offering breathtaking views of the historic city skyline, this residence boasts luxurious amenities and unparalleled access to cultural landmarks."
The Residences at Mandarin Oriental,https://www.mandarinoriental.com/en/residences/upcoming/tel-aviv,Herbert Samuel St,4500000,2250,2000000,10000000,2000,230,2025,under construction,high,yes,yes,93,Tel Aviv,Israel,"Private balconies, fitness center, private dining spaces, wellness spa","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, beach access, kids’ club, valet parking",Rooftop pool with Mediterranean Sea views,Five dining venues with diverse cuisines,Waterfront spa with wellness treatments,11,Mandarin Oriental,Indulge in luxurious seaside living with breathtaking Mediterranean views and unparalleled amenities.,"Offering breathtaking Mediterranean views, these residences feature private terraces and direct beach access, redefining luxury coastal living."
The Residences at Mandarin Oriental,https://www.mandarinoriental.com/en/residences/upcoming/vienna,"Vienna is located at:  
Riemergasse 7",6500000,2500,3000000,12000000,2600,17,2025,under construction,high,yes,yes,94,Vienna,Austria,"Private terraces, fitness center, wellness spa, private dining room","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, outdoor garden, residents’ lounge, valet parking",Indoor pool with historic Viennese ambiance,Signature dining with curated menus,Tranquil outdoor garden for residents,11,Mandarin Oriental,"A masterpiece of timeless elegance, offering unparalleled luxury in Vienna's historic heart.","Offering breathtaking views of the historic cityscape, these residences feature luxurious interiors and unparalleled access to Vienna's cultural treasures."
The Residences at Mandarin Oriental,https://mo-residencesmiami.com/,750 Claughton Island Dr,7500000,2500,3500000,30000000,3000,220,2029,under construction,high,yes,yes,94,Miami,United States,"Private rooftop terraces, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, steam room, residents’ lounge, valet parking",Rooftop pool with Biscayne Bay views,Signature dining with curated menus,Wellness spa with sauna and steam room,11,Mandarin Oriental,Elevate your lifestyle with panoramic ocean views from luxurious sky-high sanctuaries.,"Overlooking Biscayne Bay, these luxury residences boast private terraces, world-class amenities, and unparalleled access to vibrant city life."
The Residences at Mandarin Oriental,https://mo-residencesdanang.com/,Non Nuoc Beach,4500000,1000,2500000,7000000,4500,42,2026,under construction,high,yes,yes,92,Da Nang,Vietnam,"Private terraces, fitness center, beachfront spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, kids’ club, beach access, sauna, yoga studio",Oceanfront infinity pool with Non Nuoc Beach views,Signature dining with Vietnamese cuisine,Beachfront spa with wellness treatments,11,Mandarin Oriental,Immerse yourself in luxurious beachfront living with breathtaking ocean views and exquisite design.,"The Residences at Mandarin Oriental in Da Nang boast breathtaking oceanfront views and luxurious amenities, ensuring an unparalleled lifestyle experience."
"Marriott Residences, JLT","https://mrjlt.com/?utm_source=Marriot&utm_medium=Visitor&utm_campaign=marriot_jlt&utm_id=Marriot+Residences,&utm_term=Marriot+Residences,+Booking","Al Naseem Street, Jumeirah Lake Towers, Dubai, UAE",2500000,1800,541791,3612806,1389,535,2027,under construction,high,yes,yes,94,Dubai,UAE,"Private balconies, fitness center, open-air gym, private cinema","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, infinity pool, paddle tennis court, kids’ play area, sauna",Infinity pool with Jumeirah Lake views,Open-air gym with panoramic city views,Paddle tennis court for residents,10,Marriott,Elevate your lifestyle with stunning lakefront views and unparalleled modern luxury.,"This exceptional residence boasts panoramic views of the iconic Dubai Marina, complemented by luxurious amenities and a vibrant community atmosphere."
"Marriott Residences, Aida",https://darglobal.co.uk/marriott-residences-aida-oman?utm_source=marriott_website&utm_medium=organic,Yiti Street,360000,424,275280,444643,848,244,2028,under construction,high,yes,yes,94,Muscat,Oman,"Private balconies, fitness center, infinity pool, viewing deck","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café, Golf","24-hour concierge, kids’ play area, hiking trails, mountain bike trails, running trail",Infinity pool with Gulf of Oman views,Access to Trump International Golf Club Oman,Dedicated kids’ play area and pool,12,Marriott,Discover unrivaled luxury with panoramic sea views from every elegant suite.,"Overlooking the stunning Gulf of Oman, this residence features spacious suites with private balconies and unparalleled sunset views."
"Marriott Residences, Al Barsha South",https://www.mresidencesbarshasouth.com/,"First Al Khail Street, Al Barsha South, Dubai, UAE",653947,598,541791,3612806,1094,411,2024,completed,high,yes,yes,95,Dubai,UAE,"Private balconies, fitness center, wellness spa, residents’ lounge","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, kids’ play area, sauna, rooftop terrace, outdoor yoga deck",Rooftop pool with Burj Khalifa views,Wellness spa with sauna,Outdoor yoga deck for residents,10,Marriott,Indulge in modern luxury with spacious suites and breathtaking skyline views.,"This modern residence boasts stunning skyline views, spacious suites with contemporary designs, and exclusive access to a rooftop pool."
"Marriott Residences, Business Bay",https://mresidencesbb.com/,"Marasi Drive, Business Bay, Dubai, UAE",707144,680,489764,1360506,1040,152,2027,under construction,high,yes,yes,94,Dubai,UAE,"Private balconies, fitness center, private cinema, residents’ lounge","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, infinity pool, kids’ play area, sauna, in-residence dining",Infinity pool with Burj Khalifa views,Private cinema for resident screenings,In-residence dining with curated menus,10,Marriott,Elevate your lifestyle with waterfront elegance and skyline views in Business Bay.,"Offering breathtaking views of the iconic Burj Khalifa, this residence features luxurious amenities and a prime location near vibrant dining and entertainment options."
"Marriott Residences, JVC",https://www.mresidencesdubai.com/,"Al Barsha Road, Jumeirah Village Circle, Dubai, UAE",435965,544,272478,1088391,801,146,2026,under construction,high,yes,yes,94,Dubai,UAE,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, kids’ play area, sauna, rooftop terrace, in-residence dining",Rooftop pool with JVC skyline views,Wellness spa with sauna,In-residence dining with personalized menus,10,Marriott,Embrace unparalleled luxury with panoramic skyline views from your private rooftop oasis.,"This vibrant residence boasts breathtaking skyline views and exclusive access to a rooftop infinity pool, enhancing luxurious living."
