residence_name,website_url,address,avg_price_per_unit,avg_price_per_sqft,budget_start_range,budget_end_range,floor_area_sqft,no_of_units,build_year,development_status,rental_potential,pet_friendly,accessible,confidence score,city,country,feature_names,amenity_names,other_amenities,highlighted_amenity1,highlighted_amenity2,highlighted_amenity3,ameneties_count,associated_brand,brief_subtitle,brief_description
"One&Only Private Residences, Le Saint Géran",https://www.oneandonlyresorts.com/le-saint-geran/private-homes,Coastal Road,6000000,1000,3500000,10000000,6000,52,2018,completed,high,yes,yes,94,Pointe de Flacq,Mauritius,"Private sandy beach, fitness center, private jetty, wellness spa","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, kids’ club, beach access, water sports, deli",Beachfront pool with Indian Ocean views,RIVA restaurant with Italian coastal cuisine,Spa at One&Only with wellness treatments,11,One&Only,"A sanctuary of timeless elegance, offering beachfront living with private lagoon access.","Overlooking the pristine lagoon, these luxurious residences feature private beach access and unparalleled sunset views, ensuring ultimate exclusivity."
"One&Only Private Residences, Portonovi",https://www.oneandonlyresorts.com/portonovi/private-homes/ownership,"Herceg Novi, Montenegro.",6500000,1200,4000000,10000000,5413,10,2021,completed,high,yes,yes,94,Herceg Novi,Montenegro,"Private sandy beach, fitness center, private jetty, Chenot Espace spa","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, kids’ club, beach access, marina access, tennis courts",Private pool with Boka Bay views,Tapasake Club with Asian-inspired cuisine,Chenot Espace spa with wellness programs,11,One&Only,Discover unparalleled luxury with breathtaking Adriatic views and exquisite architectural design.,"Overlooking the stunning Bay of Kotor, these residences feature private pools and direct beach access, ensuring unparalleled luxury."
"One&Only Private Residences, Moonlight Basin",https://www.oneandonlyresorts.com/moonlight-basin,"One&Only Private Residences, Moonlight Basin  
Big Sky, MT 59716  
United States",8000000,1600,5000000,12000000,5000,62,2025,under construction,high,yes,yes,93,Big Sky,United States,"Ski-in/ski-out access, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, kids’ club, ski valet, hot tubs, residents’ lounge",Indoor-outdoor pool with Big Sky mountain views,Signature dining with Montana-inspired cuisine,Spa at One&Only with wellness treatments,10,One&Only,"Indulge in breathtaking mountain views from your luxurious, private alpine sanctuary.","Offering breathtaking panoramic views of the Spanish Peaks, these residences feature direct access to world-class skiing and hiking trails."
Park Hyatt Los Cabos Residences,https://www.parkhyattloscabosresidences.com/,"Park Hyatt Los Cabos Residences  
Carretera Transpeninsular Km 19.5,  
San José del Cabo,  
B.C.S., 23400,  
Mexico",11000000,1450,10500000,12000000,7590,19,2025,under construction,high,yes,yes,95,San José del Cabo,Mexico,"Private terraces, fitness center, beach club, wellness spa","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café, Golf","24-hour concierge, kids’ club, beach access, sauna, in-residence dining",Oceanfront pool with Sea of Cortez views,Farm-to-table dining at Cabo del Sol,Farm-to-table dining at Cabo del Sol,12,Park Hyatt,Indulge in panoramic ocean views from your luxurious cliffside oasis retreat.,"Boasting breathtaking ocean views and direct beach access, this residence features private infinity pools and bespoke concierge services."
"Park Hyatt Niseko Hanazono Residences, Hanazono",https://www.hanazono-residences.com/,"Park Hyatt Niseko Hanazono Residences, 204-2 Aza Hanazono, Kutchan-cho, Abuta-gun, Hokkaido 044-0082, Japan.",3500000,1750,1500000,7000000,2000,113,2020,under construction,high,yes,yes,94,Hokkaido,Japan,"Ski-in/ski-out access, fitness center, private onsen, residents’ lounge","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café, Golf","24-hour concierge, kids’ club, ski valet, hot spring bath, in-residence dining",Indoor pool with Mount Yotei views,Michelin-starred dining at Moliere Montagne,Private onsen for residents,12,Park Hyatt,Discover unparalleled luxury with stunning mountain views and exquisite alpine design.,"Offering breathtaking views of Mount Yotei, these residences feature private ski-in/ski-out access and luxurious amenities for an unparalleled alpine experience."
Park Hyatt London River Thames Residences,https://riverthamesresidences.com/,10-12 The Thames,3500000,2500,1500000,7000000,1400,103,2025,under construction,high,yes,yes,94,London,UK,"Private terraces, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, in-residence dining, childcare service, valet parking",Indoor pool with Thames River views,Signature dining with curated menus,Spa with wellness treatments,10,Park Hyatt,"Overlooking the Thames, these opulent residences redefine riverside luxury with unmatched elegance.","Overlooking the iconic River Thames, these residences boast breathtaking views and bespoke amenities, creating an unparalleled urban retreat."
Park Hyatt Beijing Residences at Yintai Center,https://www.hyatt.com/collection/hyatt-residences-private-residences,"2 Jianguomenwai Street, Chaoyang District",2500000,1800,1500000,4500000,1390,63,2008,completed,high,yes,yes,93,Beijing,China,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, in-residence dining, residents’ lounge, business facilities",Indoor pool with city skyline views,China Grill with international cuisine,Spa with sauna and wellness treatments,10,Park Hyatt,Discover unparalleled luxury with breathtaking cityscape views from your private sanctuary.,"Offering breathtaking skyline views and luxurious amenities, these residences provide an unparalleled urban living experience in Beijing's vibrant Yintai Center."
Raffles Residences,https://rafflesresidencesboston.com/,"Raffles Residences Boston  
430 Stuart Street",3500000,2500,1000000,16000000,1400,146,2023,completed,high,yes,yes,95,Boston,United States,"Private terraces, fitness center, Guerlain Spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, in-residence dining, residents’ lounge, rooftop terrace",Indoor pool with Back Bay views,La Matignon dining with French cuisine,Guerlain Spa with wellness treatments,10,Raffles,Luxurious urban living meets breathtaking harbor views in Boston's vibrant heart.,"Offering sweeping views of the Charles River and Boston skyline, this residence boasts unparalleled luxury amenities and exceptional privacy."
The OWO Residences by Raffles,https://theowo.london/the-owo-residences,"57 Whitehall, London SW1A 2BX, UK.",7000000,2800,2000000,25000000,2500,85,2023,completed,high,yes,yes,95,London,UK,"Private cinema, fitness center, Guerlain Spa, residents’ wine cellar","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, Pillar Wellbeing club",Indoor pool in historic Edwardian setting,Mauro Colagreco’s Michelin-starred dining,Guerlain Spa with nine treatment rooms,10,Raffles,"Live within history reimagined, where opulent heritage meets unrivaled modern luxury.","Overlooking the Thames and iconic landmarks, these residences boast bespoke interiors and unparalleled access to London’s vibrant cultural scene."
Raffles Residences,https://rafflesresidencesjeddah.com/,"Corniche Road, Al-Hamra District",3000000,950,2600000,10000000,3158,120,2025,under construction,high,yes,yes,92,Jeddah,Saudi Arabia,"Private terraces, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, beach access, in-residence dining, residents’ lounge",Oceanfront pool with Red Sea views,Signature dining with curated menus,Wellness spa with sauna facilities,11,Raffles,Immerse in unparalleled luxury with panoramic Red Sea views and exquisite design.,"Overlooking the Red Sea, this luxurious residence features private terraces, gourmet dining, and unparalleled access to vibrant cultural experiences."
Raffles Residences,https://accor-residences.com/property/raffles-residences-jakarta-indonesia/,"Raffles Residences Jakarta, Jl. Prof. Dr. Satrio No. 3, Kuningan, Jakarta 12940, Indonesia.",1500000,700,800000,3000000,2143,80,2015,completed,high,yes,yes,94,Jakarta,Indonesia,"Private balconies, fitness center, Raffles Spa, residents’ lounge","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, kids’ club, sauna, in-residence dining, outdoor jogging track",Outdoor pool with Jakarta skyline views,Arts Café with Indonesian brunch,Raffles Spa with wellness treatments,10,Raffles,Discover luxurious urban living with breathtaking skyline views and exquisite amenities.,"Offering breathtaking panoramic views of the city skyline, these residences feature private rooftop gardens and unparalleled concierge services."
"Regent Pool Club Residences,  Porto Montenegro",https://www.ihg.com/regent/hotels/us/en/porto-montenegro/tivpm/hoteldetail/regent-pool-club-residences,"Obala bb, Porto Montenegro Village",2500000,1300,800000,6000000,1923,88,2018,completed,high,yes,yes,94,Porto Montenegro,Montenegro,"Private terraces, fitness center, private pool, wellness spa","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, kids’ club, beach access, marina access, in-residence dining",Private pool with Boka Bay views,Murano restaurant with Mediterranean cuisine,Regent Spa with holistic wellness treatments,11,Regent,Luxuriate in waterfront living with panoramic marina views and world-class elegance.,"Overlooking the azure Adriatic, these residences boast expansive terraces, private yacht berths, and direct access to vibrant marina life."
